,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
1097,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.06,0.39333333333333337,0.003333333333333333
1098,0.04,0.03,0.07,0.0,0.01,0.0,0.03,0.02,0.03333333333333333,0.09,0.01
1099,0.0,0.8165,0.815,0.0,0.01,0.0,0.01,0.0,0.01,0.7583333333333333,0.06833333333333334
1100,0.0,0.0,0.03766666666666667,0.0,0.01,0.0,0.02,0.0,0.04,0.2375,0.015
1101,0.0,0.003333333333333333,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.01,0.0
1102,0.0,0.01,0.03,0.0,0.02,0.0,0.05,0.0,0.13,0.003333333333333333,0.0
1103,0.01,0.04,0.015,0.0,0.05333333333333334,0.0,0.01,0.01,0.04,0.04,0.0
1104,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
1105,0.0,0.0075,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0
1106,0.0,0.0,0.01,0.0,0.0,0.0,0.34,0.0,0.5,0.01,0.0
1107,0.01,0.0,0.0,0.01,0.0,0.0,0.1,0.0,0.04,0.01,0.01
1108,0.01,0.07166666666666666,0.03,0.0,0.01,0.0,0.04833333333333334,0.0,0.04,0.023333333333333334,0.003333333333333333
1109,0.0,0.4031428571428571,0.3969999999999999,0.0,0.013333333333333332,0.01,0.0,0.0,0.01,0.4121666666666667,0.0
1110,0.03,0.04575,0.1125,0.01,0.04,0.005,0.015,0.02,0.06,0.1561904761904762,0.03666666666666667
1111,0.01,0.03666666666666667,0.02,0.0,0.01,0.0,0.0925,0.0,0.245,0.03,0.0
1112,0.01,0.01,0.03,0.0,0.0,0.0,0.02,0.01,0.065,0.03,0.0
1113,0.0,0.0,0.11,0.0,0.0,0.0,0.08,0.0,0.05,0.01,0.0
1114,0.0,0.039,0.06,0.02,0.0,0.0,0.06,0.0125,0.07333333333333333,0.05,0.03
1115,0.8,0.02,0.024,0.01,0.01,0.0,0.05,0.0,0.02,0.04,0.013333333333333332
1116,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.005,0.04,0.07,0.0
1117,0.0,0.02,0.023333333333333334,0.0,0.02,0.0,0.01,0.01,0.04,0.17,0.0
1118,0.0,0.0,0.4360000000000001,0.01,0.0,0.027333333333333334,0.01,0.0,0.0,0.4700000000000001,0.005
1119,0.0,0.0,0.018333333333333333,0.0,0.0,0.01,0.02,0.01,0.04,0.051,0.0
1120,0.0,0.0,0.62,0.0,0.0,0.0,0.02,0.0,0.03,0.06,0.0
1121,0.09,0.035555555555555556,0.10928571428571429,0.01,0.01,0.013333333333333332,0.02,0.055,0.051666666666666666,0.15333333333333332,0.0
1122,0.0,0.01,0.01,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0
1123,0.0,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.02,0.0
1124,0.04,0.04,0.035,0.01,0.006666666666666666,0.006,0.02,0.0,0.075,0.06,0.0
1125,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.15,0.02,0.0
1126,0.0,0.05,0.09066666666666666,0.0,0.0,0.002857142857142857,0.015,0.0,0.01,0.2288333333333333,0.038
1127,0.0,0.0,0.03,0.0,0.011428571428571429,0.025666666666666667,0.06,0.0,0.1,0.01,0.02
1128,0.01,0.6783333333333332,0.036000000000000004,0.01,0.01,0.0,0.01,0.0,0.01,0.0675,0.0
1129,0.0,0.01,0.056666666666666664,0.01,0.0,0.01,0.15,0.01,0.225,0.04333333333333333,0.0
1130,0.0,0.02,0.02,0.0,0.0,0.0,0.09,0.0,0.05,0.02,0.0
1131,0.0,0.0,0.0,0.01,0.0,0.0,0.035,0.0,0.04,0.0,0.0
1132,0.0,0.01,0.0,0.0,0.44416666666666665,0.0,0.0,0.0,0.4143333333333334,0.0,0.0
1133,0.0,0.01,0.0125,0.0,0.0,0.0,0.03,0.0,0.11,0.04,0.0
1134,0.0,0.036000000000000004,0.05000000000000001,0.0,0.01,0.0,0.03,0.01,0.025,0.01,0.0
1135,0.0,0.034,0.06,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
1136,0.01,0.04,0.026000000000000002,0.0,0.01,0.01,0.04,0.0,0.04,0.06833333333333333,0.0
1137,0.34,0.05095238095238096,0.08,0.02,0.04,0.01,0.06,0.0,0.1,0.15,0.02
1138,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0
1139,0.76,0.03,0.01,0.02,0.0,0.01,0.01,0.0,0.04,0.12,0.01
1140,0.0,0.01,0.005,0.0,0.0025,0.003333333333333333,0.0,0.0,0.02,0.07,0.0
1141,0.01,0.013333333333333332,0.08833333333333333,0.0,0.07,0.0,0.02,0.01,0.0,0.015,0.0
1142,0.59,0.045,0.075,0.0,0.02,0.0,0.02,0.01,0.02,0.045,0.01
1143,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.08666666666666666,0.0
1144,0.01,0.0,0.028166666666666663,0.0,0.0,0.0,0.06,0.0,0.095,0.0,0.0
1145,0.01,0.04,0.08,0.0,0.0,0.0,0.03,0.0,0.05,0.11,0.0
1146,0.0,0.0475,0.035,0.0,0.0,0.01,0.01,0.0,0.03,0.105,0.01
1147,0.0,0.05,0.065,0.0,0.0,0.0,0.01,0.04666666666666666,0.03333333333333333,0.31666666666666665,0.02
1148,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.04,0.03,0.0
1149,0.0,0.0,0.015,0.0,0.0,0.0,0.02,0.0,0.01,0.03,0.0
1150,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1433333333333333,0.0,0.0
1151,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.07,0.04,0.01
1152,0.0,0.005,0.05666666666666667,0.0,0.0,0.0,0.013333333333333332,0.01,0.01,0.01,0.0
1153,0.01,0.0,0.2,0.0,0.0,0.0,0.09,0.0,0.05,0.44,0.0
1154,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.02,0.0
1155,0.0,0.6,0.01,0.01,0.0,0.0,0.03,0.0,0.01,0.03333333333333333,0.02
1156,0.04,0.032,0.04,0.02,0.06,0.0,0.045,0.01,0.125,0.1,0.0025
1157,0.04,0.06333333333333332,0.05,0.0,0.022000000000000002,0.0,0.01,0.0,0.05,0.08,0.02
1158,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0
1159,0.01,0.026666666666666665,0.075,0.01,0.0,0.0,0.04,0.0,0.08333333333333331,0.05,0.005555555555555556
1160,0.02,0.02,0.03833333333333333,0.0,0.01,0.01,0.03,0.01,0.02,0.15,0.003333333333333333
1161,0.04,0.02333333333333333,0.02,0.0,0.02,0.0,0.0,0.0,0.265,0.38833333333333336,0.0
1162,0.03,0.02125,0.059000000000000004,0.01,0.02,0.03,0.09,0.0,0.1,0.12,0.0
1163,0.02,0.01,0.02,0.0,0.026666666666666665,0.02,0.04,0.0,0.08916666666666667,0.09,0.0
1164,0.01,0.02,0.09500000000000001,0.0,0.0,0.01,0.025,0.01,0.125,0.1,0.01
1165,0.02,0.13,0.14,0.0,0.005,0.0,0.04,0.0,0.03,0.005,0.0
1166,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0
1167,0.0,0.006666666666666666,0.22666666666666666,0.0,0.25,0.0,0.02,0.0,0.05,0.2375,0.0
1168,0.92,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.0
1169,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.035,0.0
1170,0.03,0.05166666666666666,0.06333333333333334,0.0,0.0025,0.0,0.005,0.02,0.09,0.15083333333333332,0.005
1171,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
1172,0.01,0.03,0.06,0.0,0.02,0.01,0.05,0.0,0.06,0.13,0.0
1173,0.01,0.02,0.045,0.0,0.0,0.0,0.0125,0.01,0.02,0.06,0.0
1174,0.0,0.0,0.022000000000000002,0.04,0.0,0.01,0.01,0.0,0.03,0.07,0.0
1175,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0
1176,0.0,0.0,0.023333333333333334,0.0,0.0,0.0,0.026666666666666665,0.0,0.16,0.03,0.01
1177,0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1178,0.0,0.03,0.015,0.0,0.0,0.0,0.025,0.0,0.01,0.03,0.01
1179,0.0,0.025,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1180,0.0,0.035,0.0,0.0,0.0,0.0,0.02,0.0,0.66,0.0,0.0
1181,0.03,0.025,0.045,0.0,0.025,0.025,0.085,0.01,0.14,0.04666666666666666,0.01
1182,0.0,0.015,0.0675,0.0,0.02,0.0,0.06,0.02,0.04666666666666667,0.1325,0.0
1183,0.01,0.03833333333333333,0.04,0.0,0.016666666666666666,0.0,0.08,0.01,0.09,0.10583333333333333,0.0
1184,0.0,0.0275,0.040999999999999995,0.0,0.0,0.0,0.03,0.0,0.05,0.01,0.006666666666666666
1185,0.0,0.0,0.015,0.0,0.0,0.01,0.03,0.0,0.01,0.03,0.0
1186,0.0,0.01,0.04666666666666666,0.0,0.01,0.01,0.04,0.0,0.15,0.02,0.0
1187,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.0
1188,0.82,0.02,0.04,0.0,0.0,0.0,0.01,0.0325,0.01,0.03,0.0
1189,0.0,0.005,0.03,0.0,0.02,0.01,0.09,0.01,0.065,0.05,0.01
1190,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.185,0.0,0.0
1191,0.0,0.01,0.024,0.0,0.0,0.0,0.03,0.01,0.11333333333333334,0.08,0.0
1192,0.02,0.21833333333333332,0.07083333333333333,0.0,0.03,0.0,0.035,0.04,0.04,0.03,0.0
1193,0.0,0.0,0.02,0.0,0.0,0.0,0.025,0.03,0.0225,0.02,0.0
1194,0.01,0.01,0.06666666666666667,0.0,0.02,0.01,0.03,0.0,0.02,0.11,0.0
1195,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
1196,0.01,0.08,0.09466666666666669,0.0,0.0,0.02,0.03,0.01,0.03,0.21600000000000003,0.0
1197,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.04,0.01,0.0
1198,0.01,0.635,0.075,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.006666666666666666
1199,0.0,0.05,0.11016666666666666,0.0,0.0,0.0,0.06,0.013333333333333332,0.1,0.015,0.0
1200,0.0,0.08816666666666667,0.135,0.01,0.03,0.0,0.02,0.01,0.03,0.095,0.0
1201,0.01,0.026666666666666665,0.0575,0.0,0.01,0.0,0.04,0.0,0.04,0.28833333333333333,0.03
1202,0.0,0.01,0.02,0.02,0.0,0.0,0.01,0.0,0.07,0.02,0.0
1203,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
1204,0.0,0.02,0.0375,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.0
1205,0.01,0.01,0.01,0.0,0.03,0.0,0.05,0.0,0.08,0.075,0.0
1206,0.0,0.01,0.01,0.0,0.0,0.0,0.0175,0.0,0.026000000000000002,0.06,0.0
1207,0.0,0.01,0.03,0.0,0.01,0.0,0.01,0.0,0.03,0.65,0.0
1208,0.0,0.0,0.01,0.0,0.0,0.006666666666666666,0.01,0.0,0.09,0.0,0.0
1209,0.01,0.01,0.03,0.0,0.04,0.005,0.05,0.01,0.04,0.13666666666666666,0.028333333333333335
1210,0.0,0.0,0.3575,0.0,0.0,0.0,0.01,0.0,0.015,0.028333333333333332,0.0
1211,0.01,0.014285714285714285,0.47,0.0,0.0,0.0,0.01,0.0,0.035,0.54,0.0
1212,0.05,0.10666666666666666,0.050499999999999996,0.0,0.03333333333333333,0.015,0.08416666666666667,0.02,0.1407142857142857,0.225,0.015
1213,0.05,0.03833333333333333,0.0925,0.01,0.05,0.0,0.08166666666666667,0.01,0.085,0.14666666666666667,0.02
1214,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0
1215,0.0,0.036000000000000004,0.05000000000000001,0.0,0.01,0.0,0.03,0.01,0.025,0.01,0.0
1216,0.0,0.0075,0.03083333333333333,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.01
1217,0.25,0.01,0.0275,0.01,0.01,0.0,0.02,0.0,0.02,0.03166666666666666,0.01
1218,0.01,0.004,0.035,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
1219,0.0,0.01,0.01,0.0,0.0,0.71,0.0,0.0,0.0,0.72,0.0
1220,0.01,0.01,0.04,0.0,0.01,0.0,0.055999999999999994,0.0,0.345,0.04,0.0
1221,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
1222,0.0,0.04666666666666666,0.025,0.0,0.0,0.02,0.02,0.02,0.05,0.09,0.0
1223,0.0,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.05333333333333333,0.05,0.0
1224,0.0,0.011666666666666665,0.08800000000000001,0.01,0.002,0.0,0.02,0.0,0.06,0.09,0.013333333333333332
1225,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,0.01,0.017333333333333333,0.025333333333333333,0.0,0.01,0.0,0.0,0.0,0.015,0.3766666666666667,0.08420238095238096
1227,0.01,0.05533333333333334,0.013333333333333332,0.01,0.01,0.01,0.075,0.01,0.09699999999999999,0.1,0.0
1228,0.0,0.0,0.125,0.0,0.0,0.0,0.09,0.01,0.09333333333333334,0.02,0.0
1229,0.01,0.025,0.04,0.0,0.0,0.0,0.01,0.02,0.02,0.07,0.006
1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,0.01,0.0,0.02666666666666667,0.0,0.003333333333333333,0.0,0.04,0.0,0.05,0.02,0.0
1232,0.0,0.0,0.01,0.0,0.0,0.575,0.0,0.0,0.021333333333333333,0.12733333333333335,0.0
1233,0.0,0.01,0.012,0.0,0.02,0.03,0.02,0.0,0.01,0.62,0.0
1234,0.05,0.04333333333333334,0.12083333333333332,0.01,0.0375,0.0,0.069,0.02,0.11,0.17666666666666667,0.006999999999999999
1235,0.03,0.025,0.040999999999999995,0.01,0.0,0.0,0.03,0.0,0.0,0.03,0.0
1236,0.0,0.004,0.01,0.0,0.0,0.0,0.025,0.0,0.1,0.02,0.0
1237,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.011666666666666667,0.06,0.0
1238,0.04,0.03,0.10683333333333335,0.03,0.011666666666666665,0.005,0.08,0.01,0.0575,0.17,0.01
1239,0.0,0.04,0.03,0.0,0.01,0.0,0.03,0.0,0.15,0.05,0.0
1240,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.02,0.01
1241,0.01,0.01,0.03,0.0,0.0,0.0,0.065,0.0,0.03,0.03,0.0
1242,0.0,0.0,0.0,0.05,0.0,0.0,0.0225,0.0,0.05,0.07,0.0
1243,0.01,0.03,0.02,0.0,0.0,0.0,0.03,0.0,0.06,0.05,0.0
1244,0.01,0.019166666666666665,0.4563809523809524,0.0,0.0,0.0,0.427861111111111,0.0,0.03,0.06583333333333334,0.006666666666666666
1245,0.82,0.03666666666666667,0.02,0.0,0.02,0.0,0.0075,0.0,0.03,0.03133333333333333,0.0
1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16833333333333336,0.0
1247,0.0,0.004,0.04,0.0,0.01,0.0,0.02,0.0,0.08,0.0,0.0
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.03,0.01,0.0
1249,0.01,0.0,0.044000000000000004,0.01,0.011666666666666665,0.01,0.025,0.04,0.09,0.21,0.0
1250,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.044000000000000004,0.0
1251,0.0,0.03,0.04733333333333333,0.0,0.0225,0.01,0.07,0.03,0.09,0.04,0.0
1252,0.01,0.005,0.021666666666666664,0.0,0.003333333333333333,0.0,0.035,0.0,0.05,0.04,0.0
1253,0.0,0.0,0.228,0.0,0.0,0.0,0.02,0.0,0.15183333333333335,0.3816666666666667,0.0
1254,0.07,0.03,0.09916666666666667,0.0,0.0,0.0,0.02,0.01,0.02,0.307,0.0
1255,0.0,0.09016666666666666,0.17516666666666666,0.0,0.01,0.0,0.0,0.025,0.08,0.15083333333333335,0.12499999999999999
1256,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.06,0.0
1257,0.0,0.024,0.8481666666666666,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0
1258,0.0,0.11666666666666665,0.07333333333333333,0.0,0.0,0.0,0.01,0.0,0.05,0.16,0.0
1259,0.03,0.105,0.13166666666666665,0.01,0.034166666666666665,0.059333333333333335,0.035,0.02,0.01,0.1125,0.0265
1260,0.0,0.0,0.01,0.0,0.03,0.0,0.185,0.0,0.3925,0.0,0.0
1261,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
1262,0.05,0.02,0.04,0.0,0.02,0.01,0.03,0.0,0.03,0.05,0.0
1263,0.01,0.03,0.051333333333333335,0.0,0.005833333333333333,0.0,0.11,0.02,0.07,0.075,0.0
1264,0.02,0.0,0.02,0.0,0.01,0.01,0.003333333333333333,0.03666666666666667,0.04,0.15,0.01
1265,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0
1266,0.0,0.026666666666666665,0.045,0.0,0.0175,0.0,0.03,0.0,0.03,0.07,0.0
1267,0.02,0.272,0.18,0.0,0.02,0.0,0.03,0.01,0.04,0.2866666666666666,0.0
1268,0.02,0.0,0.01,0.0,0.003333333333333333,0.01,0.05,0.0,0.05,0.09,0.02
1269,0.0,0.0,0.016666666666666666,0.0,0.0,0.01,0.02,0.0,0.04,0.07400000000000001,0.0
1270,0.12,0.04,0.08166666666666667,0.0,0.01,0.0,0.02,0.0,0.02,0.13,0.0
1271,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.155,0.01,0.0
1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.315,0.0
1273,0.0,0.02,0.01,0.0,0.0,0.002,0.02,0.01,0.02,0.02,0.01
1274,0.03,0.05,0.077,0.0,0.025,0.0,0.025,0.03,0.08,0.14,0.0
1275,0.0,0.016666666666666666,0.005,0.0,0.0,0.0,0.04,0.0,0.05,0.135,0.0
1276,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.02,0.02,0.03,0.0
1277,0.05,0.07011904761904762,0.08666666666666666,0.05,0.01,0.02,0.023333333333333334,0.01,0.05533333333333333,0.135,0.02
1278,0.01,0.0225,0.05761904761904762,0.0,0.0,0.015333333333333332,0.01,0.02,0.02,0.26,0.0
1279,0.0,0.0,0.02,0.0,0.01,0.0,0.08,0.006666666666666666,0.07,0.08,0.0
1280,0.02,0.0,0.01,0.01,0.0,0.0,0.027999999999999997,0.0,0.01,0.02,0.0
1281,0.0,0.20583333333333337,0.0235,0.0,0.01,0.0,0.0,0.01,0.0,0.285,0.0
1282,0.0,0.0,0.0,0.0,0.0,0.0,0.04333333333333333,0.0,0.33,0.0,0.0
1283,0.24,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0
1284,0.0,0.4768333333333333,0.44483333333333347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.09,0.0
1286,0.01,0.0025,0.07833333333333332,0.0,0.01,0.0,0.03666666666666667,0.0,0.18,0.1,0.02
1287,0.0,0.025,0.03333333333333333,0.01,0.02,0.0,0.04,0.01,0.03666666666666667,0.056666666666666664,0.06
1288,0.01,0.045,0.14,0.0,0.0,0.0,0.05,0.0,0.08333333333333331,0.2366666666666667,0.015
1289,0.0,0.13,0.19,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
1290,0.03,0.01,0.06,0.0,0.0,0.03,0.04,0.0,0.03,0.05,0.0
1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
1292,0.0,0.01,0.04,0.0,0.0,0.0,0.06666666666666667,0.0,0.24833333333333332,0.0,0.0
1293,0.03,0.05,0.08,0.0,0.01,0.0,0.01,0.0,0.07,0.14,0.03
1294,0.01,0.115,0.15666666666666668,0.0,0.01,0.0,0.03,0.05333333333333333,0.29,0.41,0.13
1295,0.0,0.01,0.03,0.0,0.0014285714285714286,0.0,0.03,0.0,0.01,0.02,0.0
1296,0.0,0.03,0.07,0.0,0.01,0.0,0.08,0.02,0.04,0.095,0.0
1297,0.0,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.05,0.06,0.0
1298,0.74,0.0,0.013333333333333332,0.0,0.0,0.0,0.03,0.0,0.045,0.04,0.02
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.0,0.0
1300,0.01,0.03,0.03,0.0,0.013333333333333332,0.006666666666666666,0.0,0.01,0.1,0.105,0.01
1301,0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.01,0.0
1302,0.14,0.02783333333333333,0.08833333333333332,0.02,0.043,0.01,0.02,0.0,0.1305,0.15,0.01
1303,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0
1304,0.0,0.05979761904761905,0.14966666666666667,0.02,0.02,0.01,0.03333333333333333,0.0,0.03,0.1625,0.006666666666666666
1305,0.01,0.013214285714285713,0.0325,0.0,0.01,0.01,0.03,0.0,0.03,0.07,0.0
1306,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.07,0.08,0.0
1307,0.01,0.03666666666666667,0.06,0.01,0.0,0.0,0.03,0.0,0.05333333333333333,0.138,0.0
1308,0.0,0.0,0.43,0.0,0.0,0.0,0.01,0.0,0.05,0.02,0.0
1309,0.01,0.035,0.03,0.0,0.01,0.016666666666666666,0.07,0.0,0.02,0.23,0.0
1310,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.18,0.02,0.0
1311,0.0,0.0375,0.07533333333333334,0.02,0.0,0.01,0.04,0.0,0.25,0.11,0.04
1312,0.0,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.02,0.01,0.0
1313,0.0,0.02,0.013333333333333332,0.0,0.02,0.0,0.01,0.0,0.0375,0.0,0.0
1314,0.0,0.0,0.31616666666666665,0.0,0.01,0.0,0.0,0.01,0.02,0.2613333333333333,0.01
1315,0.01,0.0,0.021666666666666664,0.0,0.021111111111111112,0.0,0.01,0.0,0.0,0.07,0.0
1316,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.03,0.04,0.0
1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,0.01,0.04,0.01,0.01,0.0,0.0,0.01,0.0,0.015,0.09,0.01
1319,0.0,0.0,0.03,0.02,0.0,0.011666666666666667,0.01,0.0,0.005833333333333333,0.02,0.01
1320,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.04,0.0
1321,0.0,0.0,0.016,0.02,0.01,0.0,0.09,0.0,0.07333333333333333,0.01,0.01
1322,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.045,0.0
1323,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.06,0.03666666666666667,0.0
1324,0.0,0.015,0.055,0.0,0.01,0.005,0.0575,0.02,0.095,0.059000000000000004,0.0
1325,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.03,0.01,0.0
1326,0.04,0.03,0.03,0.0,0.0,0.0,0.01,0.0,0.06,0.11,0.01
1327,0.99,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
1328,0.0,0.68,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1329,0.0,0.02,0.015,0.0,0.0,0.0,0.005,0.0,0.03,0.0125,0.0
1330,0.01,0.01,0.01,0.01,0.01,0.0,0.06,0.0,0.01,0.02,0.0
1331,0.01,0.0,0.015,0.0,0.0,0.0,0.013333333333333332,0.0,0.02,0.8024999999999999,0.0
1332,0.0,0.018333333333333333,0.005,0.0,0.0,0.0025,0.09,0.0,0.0675,0.03,0.0
1333,0.0,0.0,0.0,0.0,0.0,0.0825,0.04,0.0,0.0,0.01,0.0
1334,0.0,0.006666666666666666,0.016666666666666666,0.0,0.0,0.0,0.07,0.0,0.02,0.01,0.0
1335,0.03,0.02,0.024,0.03,0.03,0.02,0.026666666666666665,0.01,0.12,0.11,0.01
1336,0.0,0.0,0.03,0.0,0.01,0.01,0.04,0.01,0.018571428571428572,0.295,0.0
1337,0.02,0.016,0.05166666666666666,0.01,0.0,0.0,0.08,0.01,0.16833333333333336,0.065,0.0
1338,0.34,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.05,0.0
1339,0.0,0.0,0.39040476190476187,0.0,0.4683333333333334,0.015,0.02,0.0,0.02,0.0,0.0
1340,0.0,0.01,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.01,0.0
1341,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0
1342,0.0,0.02,0.015,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0
1343,0.02,0.0,0.04,0.0,0.03,0.0,0.02666666666666667,0.0,0.09,0.06,0.0
1344,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
1345,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.142,0.01,0.0
1346,0.69,0.016,0.02,0.0,0.01,0.0,0.01,0.0,0.02,0.035,0.0
1347,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.02,0.0
1348,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.01,0.0
1349,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.19785714285714284,0.0,0.0
1350,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.01,0.0
1351,0.02,0.03,0.1375,0.01,0.04,0.0,0.055,0.02,0.17,0.11,0.0
1352,0.0,0.023333333333333334,0.045,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0
1353,0.0,0.02,0.03,0.01,0.01,0.02,0.015,0.0,0.065,0.45,0.0
1354,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01
1355,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.03,0.0
1356,0.0,0.0,0.02,0.01,0.0,0.0,0.06,0.0,0.05,0.02,0.0
1357,0.0,0.0,0.32,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0
1358,0.01,0.0,0.03,0.0,0.03,0.01,0.095,0.03,0.14,0.06,0.0
1359,0.01,0.0,0.09833333333333333,0.0,0.0,0.0,0.02,0.0,0.02,0.05,0.0
1360,0.0,0.01,0.02,0.01,0.01,0.0,0.02,0.0,0.05333333333333333,0.05,0.0
1361,0.0,0.0,0.05999999999999999,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0
1362,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0
1363,0.0,0.0215,0.07716666666666668,0.01,0.0,0.0,0.0675,0.0,0.05,0.27,0.0
1364,0.0,0.035,0.05,0.01,0.005,0.01,0.03,0.0,0.105,0.04,0.01
